Name,Latitude,Longitude,Latitude_DMS,Longitude_DMS,Type
Wreck,25.90161 N,79.23948 W,"25° 54' 5.8"" N","79° 14' 22.13"" W",Wreck
Wreck,35.5148 N,75.01718 W,"35° 30' 53.28"" N","75° 1' 1.85"" W",Wreck
Wreck,26.14891 N,79.86622 W,"26° 8' 56.08"" N","79° 51' 58.39"" W",Wreck
Wreck,26.03299 N,79.93215 W,"26° 1' 58.76"" N","79° 55' 55.74"" W",Wreck
Wreck,38.53981 N,74.69888 W,"38° 32' 23.32"" N","74° 41' 55.97"" W",Wreck
Wreck,35.82096 N,74.90219 W,"35° 49' 15.46"" N","74° 54' 7.88"" W",Wreck
Wreck,25.86535 N,79.33342 W,"25° 51' 55.26"" N","79° 20' 0.31"" W",Wreck
Wreck,25.76775 N,79.24021 W,"25° 46' 3.9"" N","79° 14' 24.76"" W",Wreck
Wreck,26.06548 N,79.7496 W,"26° 3' 55.73"" N","79° 44' 58.56"" W",Wreck
Wreck,38.77343 N,74.73952 W,"38° 46' 24.35"" N","74° 44' 22.27"" W",Wreck
Wreck,36.49979 N,74.7849 W,"36° 29' 59.24"" N","74° 47' 5.64"" W",Wreck
Wreck,25.75349 N,79.84252 W,"25° 45' 12.56"" N","79° 50' 33.07"" W",Wreck
Wreck,38.48358 N,74.54327 W,"38° 29' 0.89"" N","74° 32' 35.77"" W",Wreck
Wreck,41.12336 N,73.09841 W,"41° 7' 24.1"" N","73° 5' 54.28"" W",Wreck
Wreck,36.85776 N,75.59603 W,"36° 51' 27.94"" N","75° 35' 45.71"" W",Wreck
Wreck,24.61653 N,80.85012 W,"24° 36' 59.51"" N","80° 51' 0.43"" W",Wreck
Wreck,38.68077 N,74.45144 W,"38° 40' 50.77"" N","74° 27' 5.18"" W",Wreck
Wreck,24.66682 N,80.86635 W,"24° 40' 0.55"" N","80° 51' 58.86"" W",Wreck
Wreck,39.00129 N,74.16618 W,"39° 0' 4.64"" N","74° 9' 58.25"" W",Wreck
Wreck,24.79167 N,80.56 W,"24° 47' 30.01"" N","80° 33' 36.0"" W",Wreck
Wreck,38.28385 N,74.13517 W,"38° 17' 1.86"" N","74° 8' 6.61"" W",Wreck
Wreck,37.00852 N,75.6499 W,"37° 0' 30.67"" N","75° 38' 59.64"" W",Wreck
Wreck,24.71166 N,80.70833 W,"24° 42' 41.98"" N","80° 42' 29.99"" W",Wreck
Wreck,38.59522 N,73.69106 W,"38° 35' 42.79"" N","73° 41' 27.82"" W",Wreck
Wreck,37.16738 N,75.03603 W,"37° 10' 2.57"" N","75° 2' 9.71"" W",Wreck
Wreck,24.5751 N,81.10487 W,"24° 34' 30.36"" N","81° 6' 17.53"" W",Wreck
Wreck,37.25575 N,75.51143 W,"37° 15' 20.7"" N","75° 30' 41.15"" W",Wreck
Wreck,37.91233 N,75.02366 W,"37° 54' 44.39"" N","75° 1' 25.18"" W",Wreck
Wreck,26.10278 N,80.02083 W,"26° 6' 10.01"" N","80° 1' 14.99"" W",Wreck
Wreck,41.07907 N,73.11235 W,"41° 4' 44.65"" N","73° 6' 44.46"" W",Wreck
Wreck,37.43627 N,74.68322 W,"37° 26' 10.57"" N","74° 40' 59.59"" W",Wreck
Wreck,26.06487 N,80.0549 W,"26° 3' 53.53"" N","80° 3' 17.64"" W",Wreck
Wreck,37.53915 N,75.41138 W,"37° 32' 20.94"" N","75° 24' 40.97"" W",Wreck
Wreck,26.81353 N,79.95004 W,"26° 48' 48.71"" N","79° 57' 0.14"" W",Wreck
Wreck,37.5008 N,74.86649 W,"37° 30' 2.88"" N","74° 51' 59.36"" W",Wreck
Wreck,26.78222 N,79.94906 W,"26° 46' 55.99"" N","79° 56' 56.62"" W",Wreck
Wreck,37.68279 N,74.88626 W,"37° 40' 58.04"" N","74° 53' 10.54"" W",Wreck
Wreck,26.68271 N,79.93179 W,"26° 40' 57.76"" N","79° 55' 54.44"" W",Wreck
Wreck,38.35066 N,74.66715 W,"38° 21' 2.38"" N","74° 40' 1.74"" W",Wreck
Wreck,26.64079 N,79.97845 W,"26° 38' 26.84"" N","79° 58' 42.42"" W",Wreck
Wreck,36.20096 N,75.65222 W,"36° 12' 3.46"" N","75° 39' 7.99"" W",Wreck
Wreck,26.58175 N,79.96586 W,"26° 34' 54.3"" N","79° 57' 57.1"" W",Wreck
Wreck,37.88132 N,74.77345 W,"37° 52' 52.75"" N","74° 46' 24.42"" W",Wreck
Wreck,26.51665 N,79.98394 W,"26° 30' 59.94"" N","79° 59' 2.18"" W",Wreck
Wreck,38.14056 N,74.96181 W,"38° 8' 26.02"" N","74° 57' 42.52"" W",Wreck
Wreck,25.85 N,80.05 W,"25° 51' 0.0"" N","80° 3' 0.0"" W",Wreck
Wreck,38.3651 N,74.77027 W,"38° 21' 54.36"" N","74° 46' 12.97"" W",Wreck
Wreck,25.90496 N,79.93743 W,"25° 54' 17.86"" N","79° 56' 14.75"" W",Wreck
Wreck,41.07764 N,73.09813 W,"41° 4' 39.5"" N","73° 5' 53.27"" W",Wreck
Wreck,25.6257 N,80.04967 W,"25° 37' 32.52"" N","80° 2' 58.81"" W",Wreck
Wreck,35.6663 N,75.28306 W,"35° 39' 58.68"" N","75° 16' 59.02"" W",Wreck
Wreck,25.7838 N,80.04915 W,"25° 47' 1.68"" N","80° 2' 56.94"" W",Wreck
Wreck,26.54759 N,82.28947 W,"26° 32' 51.32"" N","82° 17' 22.09"" W",Wreck
Wreck,38.63254 N,74.84385 W,"38° 37' 57.14"" N","74° 50' 37.86"" W",Wreck
Wreck,35.89314 N,75.43391 W,"35° 53' 35.3"" N","75° 26' 2.08"" W",Wreck
Wreck,36.06472 N,75.22677 W,"36° 3' 52.99"" N","75° 13' 36.37"" W",Wreck
Wreck,26.41167 N,82.33 W,"26° 24' 42.01"" N","82° 19' 48.0"" W",Wreck
Wreck,38.76664 N,74.75128 W,"38° 45' 59.9"" N","74° 45' 4.61"" W",Wreck
Wreck,36.25953 N,74.85133 W,"36° 15' 34.31"" N","74° 51' 4.79"" W",Wreck
Wreck,26.58 N,82.33198 W,"26° 34' 48.0"" N","82° 19' 55.13"" W",Wreck
Wreck,26.63496 N,82.29541 W,"26° 38' 5.86"" N","82° 17' 43.48"" W",Wreck
Wreck,38.67248 N,74.47963 W,"38° 40' 20.93"" N","74° 28' 46.67"" W",Wreck
Wreck,36.81629 N,75.39809 W,"36° 48' 58.64"" N","75° 23' 53.12"" W",Wreck
Wreck,26.88153 N,82.11758 W,"26° 52' 53.51"" N","82° 7' 3.29"" W",Wreck
Wreck,36.85775 N,75.19007 W,"36° 51' 27.9"" N","75° 11' 24.25"" W",Wreck
Wreck,38.0678 N,74.1009 W,"38° 4' 4.08"" N","74° 6' 3.24"" W",Wreck
Wreck,37.00123 N,75.57551 W,"37° 0' 4.43"" N","75° 34' 31.84"" W",Wreck
Wreck,38.5524 N,73.83179 W,"38° 33' 8.64"" N","73° 49' 54.44"" W",Wreck
Wreck,37.05961 N,74.92113 W,"37° 3' 34.6"" N","74° 55' 16.07"" W",Wreck
Wreck,36.91667 N,74.71333 W,"36° 55' 0.01"" N","74° 42' 47.99"" W",Wreck
Wreck,37.91873 N,75.05844 W,"37° 55' 7.43"" N","75° 3' 30.38"" W",Wreck
Wreck,41.01086 N,73.4232 W,"41° 0' 39.1"" N","73° 25' 23.52"" W",Wreck
Wreck,37.38505 N,74.63406 W,"37° 23' 6.18"" N","74° 38' 2.62"" W",Wreck
Wreck,37.29119 N,74.50931 W,"37° 17' 28.28"" N","74° 30' 33.52"" W",Wreck
Wreck,37.80198 N,75.24658 W,"37° 48' 7.13"" N","75° 14' 47.69"" W",Wreck
Wreck,38.08358 N,74.89978 W,"38° 5' 0.89"" N","74° 53' 59.21"" W",Wreck
Wreck,37.55069 N,74.60038 W,"37° 33' 2.48"" N","74° 36' 1.37"" W",Wreck
Wreck,38.29355 N,74.75653 W,"38° 17' 36.78"" N","74° 45' 23.51"" W",Wreck
Wreck,38.38413 N,74.64972 W,"38° 23' 2.87"" N","74° 38' 58.99"" W",Wreck
Wreck,38.22285 N,74.7639 W,"38° 13' 22.26"" N","74° 45' 50.04"" W",Wreck
Wreck,38.45866 N,74.78567 W,"38° 27' 31.18"" N","74° 47' 8.41"" W",Wreck
Wreck,41.07593 N,73.22399 W,"41° 4' 33.35"" N","73° 13' 26.36"" W",Wreck
Wreck,35.56126 N,75.33366 W,"35° 33' 40.54"" N","75° 20' 1.18"" W",Wreck
Wreck,26.08972 N,81.84444 W,"26° 5' 22.99"" N","81° 50' 39.98"" W",Wreck
Wreck,38.53441 N,74.56056 W,"38° 32' 3.88"" N","74° 33' 38.02"" W",Wreck
Wreck,36.14976 N,75.24228 W,"36° 8' 59.14"" N","75° 14' 32.21"" W",Wreck
Wreck,25.67544 N,81.46327 W,"25° 40' 31.58"" N","81° 27' 47.77"" W",Wreck
Wreck,38.64633 N,74.79772 W,"38° 38' 46.79"" N","74° 47' 51.79"" W",Wreck
Wreck,36.08389 N,74.71623 W,"36° 5' 2.0"" N","74° 42' 58.43"" W",Wreck
Wreck,25.8084 N,81.85191 W,"25° 48' 30.24"" N","81° 51' 6.88"" W",Wreck
Wreck,25.75272 N,81.59408 W,"25° 45' 9.79"" N","81° 35' 38.69"" W",Wreck
Wreck,38.63788 N,74.40082 W,"38° 38' 16.37"" N","74° 24' 2.95"" W",Wreck
Wreck,41.04251 N,73.13059 W,"41° 2' 33.04"" N","73° 7' 50.12"" W",Wreck
Wreck,36.86445 N,75.50873 W,"36° 51' 52.02"" N","75° 30' 31.43"" W",Wreck
Wreck,26.08353 N,81.93295 W,"26° 5' 0.71"" N","81° 55' 58.62"" W",Wreck
Wreck,38.91184 N,74.52208 W,"38° 54' 42.62"" N","74° 31' 19.49"" W",Wreck
Wreck,38.05094 N,74.1893 W,"38° 3' 3.38"" N","74° 11' 21.48"" W",Wreck
Wreck,25.74667 N,81.91833 W,"25° 44' 48.01"" N","81° 55' 5.99"" W",Wreck
Wreck,36.25886 N,75.46733 W,"36° 15' 31.9"" N","75° 28' 2.39"" W",Wreck
Wreck,25.6674 N,81.49989 W,"25° 40' 2.64"" N","81° 29' 59.6"" W",Wreck
Wreck,25.6667 N,81.50828 W,"25° 40' 0.12"" N","81° 30' 29.81"" W",Wreck
Wreck,38.66743 N,74.13298 W,"38° 40' 2.75"" N","74° 7' 58.73"" W",Wreck
Wreck,36.97628 N,74.90813 W,"36° 58' 34.61"" N","74° 54' 29.27"" W",Wreck
Wreck,25.36198 N,81.34821 W,"25° 21' 43.13"" N","81° 20' 53.56"" W",Wreck
Wreck,39.00716 N,74.08337 W,"39° 0' 25.78"" N","74° 5' 0.13"" W",Wreck
Wreck,36.88273 N,74.75034 W,"36° 52' 57.83"" N","74° 45' 1.22"" W",Wreck
Wreck,25.17197 N,81.4998 W,"25° 10' 19.09"" N","81° 29' 59.28"" W",Wreck
Wreck,37.1791 N,74.55979 W,"37° 10' 44.76"" N","74° 33' 35.24"" W",Wreck
Wreck,37.39094 N,74.69928 W,"37° 23' 27.38"" N","74° 41' 57.41"" W",Wreck
Wreck,41.13894 N,73.14404 W,"41° 8' 20.18"" N","73° 8' 38.54"" W",Wreck
Wreck,29.64339 N,85.76946 W,"29° 38' 36.2"" N","85° 46' 10.06"" W",Wreck
Wreck,37.23508 N,74.52788 W,"37° 14' 6.29"" N","74° 31' 40.37"" W",Wreck
Wreck,29.675 N,85.69167 W,"29° 40' 30.0"" N","85° 41' 30.01"" W",Wreck
Wreck,37.96749 N,74.9945 W,"37° 58' 2.96"" N","74° 59' 40.2"" W",Wreck
Wreck,29.9052 N,85.8668 W,"29° 54' 18.72"" N","85° 52' 0.48"" W",Wreck
Wreck,37.48459 N,74.56679 W,"37° 29' 4.52"" N","74° 34' 0.44"" W",Wreck
Wreck,29.75072 N,85.42678 W,"29° 45' 2.59"" N","85° 25' 36.41"" W",Wreck
Wreck,38.40802 N,74.70226 W,"38° 24' 28.87"" N","74° 42' 8.14"" W",Wreck
Wreck,29.98373 N,85.66657 W,"29° 59' 1.43"" N","85° 39' 59.65"" W",Wreck
Wreck,37.82495 N,74.7058 W,"37° 49' 29.82"" N","74° 42' 20.88"" W",Wreck
Wreck,38.74911 N,74.96171 W,"38° 44' 56.8"" N","74° 57' 42.16"" W",Wreck
Wreck,38.43037 N,74.76748 W,"38° 25' 49.33"" N","74° 46' 2.93"" W",Wreck
Wreck,41.13068 N,73.21245 W,"41° 7' 50.45"" N","73° 12' 44.82"" W",Wreck
Wreck,29.31281 N,85.35393 W,"29° 18' 46.12"" N","85° 21' 14.15"" W",Wreck
Wreck,35.62969 N,74.89392 W,"35° 37' 46.88"" N","74° 53' 38.11"" W",Wreck
Wreck,29.50026 N,85.08326 W,"29° 30' 0.94"" N","85° 4' 59.74"" W",Wreck
Wreck,38.51363 N,74.69862 W,"38° 30' 49.07"" N","74° 41' 55.03"" W",Wreck
Wreck,29.31681 N,85.24659 W,"29° 19' 0.52"" N","85° 14' 47.72"" W",Wreck
Wreck,35.61662 N,74.8329 W,"35° 36' 59.83"" N","74° 49' 58.44"" W",Wreck
Wreck,29.35184 N,85.20499 W,"29° 21' 6.62"" N","85° 12' 17.96"" W",Wreck
Wreck,38.60749 N,74.60755 W,"38° 36' 26.96"" N","74° 36' 27.18"" W",Wreck
Wreck,29.39198 N,84.97166 W,"29° 23' 31.13"" N","84° 58' 17.98"" W",Wreck
Wreck,36.46087 N,74.94268 W,"36° 27' 39.13"" N","74° 56' 33.65"" W",Wreck
Wreck,29.50005 N,84.68316 W,"29° 30' 0.18"" N","84° 40' 59.38"" W",Wreck
Wreck,38.74274 N,74.61207 W,"38° 44' 33.86"" N","74° 36' 43.45"" W",Wreck
Wreck,29.58722 N,84.94526 W,"29° 35' 13.99"" N","84° 56' 42.94"" W",Wreck
Wreck,36.7281 N,74.75143 W,"36° 43' 41.16"" N","74° 45' 5.15"" W",Wreck
Wreck,29.60027 N,84.73333 W,"29° 36' 0.97"" N","84° 43' 59.99"" W",Wreck
Wreck,38.603 N,74.47593 W,"38° 36' 10.8"" N","74° 28' 33.35"" W",Wreck
Wreck,38.86798 N,74.38785 W,"38° 52' 4.73"" N","74° 23' 16.26"" W",Wreck
Wreck,41.08704 N,73.10828 W,"41° 5' 13.34"" N","73° 6' 29.81"" W",Wreck
Wreck,40.99549 N,73.40501 W,"40° 59' 43.76"" N","73° 24' 18.04"" W",Wreck
Wreck,37.9188 N,74.00358 W,"37° 55' 7.68"" N","74° 0' 12.89"" W",Wreck
Wreck,29.54001 N,84.9598 W,"29° 32' 24.04"" N","84° 57' 35.28"" W",Wreck
Wreck,36.91802 N,75.00097 W,"36° 55' 4.87"" N","75° 0' 3.49"" W",Wreck
Wreck,38.30136 N,74.00174 W,"38° 18' 4.9"" N","74° 0' 6.26"" W",Wreck
Wreck,29.56601 N,85.01099 W,"29° 33' 57.64"" N","85° 0' 39.56"" W",Wreck
Wreck,37.00003 N,75.00085 W,"37° 0' 0.11"" N","75° 0' 3.06"" W",Wreck
Wreck,38.91165 N,73.88345 W,"38° 54' 41.94"" N","73° 53' 0.42"" W",Wreck
Wreck,29.77903 N,84.50278 W,"29° 46' 44.51"" N","84° 30' 10.01"" W",Wreck
Wreck,37.3522 N,75.08206 W,"37° 21' 7.92"" N","75° 4' 55.42"" W",Wreck
Wreck,37.92804 N,74.93455 W,"37° 55' 40.94"" N","74° 56' 4.38"" W",Wreck
Wreck,36.72854 N,75.56917 W,"36° 43' 42.74"" N","75° 34' 9.01"" W",Wreck
Wreck,36.79781 N,75.49274 W,"36° 47' 52.12"" N","75° 29' 33.86"" W",Wreck
Wreck,41.05268 N,73.29736 W,"41° 3' 9.65"" N","73° 17' 50.5"" W",Wreck
Wreck,37.53074 N,75.42701 W,"37° 31' 50.66"" N","75° 25' 37.24"" W",Wreck
Wreck,29.86187 N,84.3969 W,"29° 51' 42.73"" N","84° 23' 48.84"" W",Wreck
Wreck,37.59539 N,75.24668 W,"37° 35' 43.4"" N","75° 14' 48.05"" W",Wreck
Wreck,29.80823 N,84.44676 W,"29° 48' 29.63"" N","84° 26' 48.34"" W",Wreck
Wreck,29.77282 N,84.47963 W,"29° 46' 22.15"" N","84° 28' 46.67"" W",Wreck
Wreck,40.99799 N,69.45087 W,"40° 59' 52.76"" N","69° 27' 3.13"" W",Wreck
Wreck,41.03592 N,69.45692 W,"41° 2' 9.31"" N","69° 27' 24.91"" W",Wreck
Wreck,41.46837 N,69.34726 W,"41° 28' 6.13"" N","69° 20' 50.14"" W",Wreck
Wreck,40.74977 N,69.31557 W,"40° 44' 59.17"" N","69° 18' 56.05"" W",Wreck
Wreck,29.72649 N,84.19678 W,"29° 43' 35.36"" N","84° 11' 48.41"" W",Wreck
Wreck,40.94864 N,69.31661 W,"40° 56' 55.1"" N","69° 18' 59.8"" W",Wreck
Wreck,40.93145 N,69.32416 W,"40° 55' 53.22"" N","69° 19' 26.98"" W",Wreck
Wreck,41.12484 N,73.03604 W,"41° 7' 29.42"" N","73° 2' 9.74"" W",Wreck
Wreck,29.72513 N,84.27517 W,"29° 43' 30.47"" N","84° 16' 30.61"" W",Wreck
Wreck,30.29482 N,86.81723 W,"30° 17' 41.35"" N","86° 49' 2.03"" W",Wreck
Wreck,30.15655 N,87.15324 W,"30° 9' 23.58"" N","87° 9' 11.66"" W",Wreck
Wreck,30.26518 N,86.81555 W,"30° 15' 54.65"" N","86° 48' 55.98"" W",Wreck
Wreck,40.68244 N,69.51573 W,"40° 40' 56.78"" N","69° 30' 56.63"" W",Wreck
Wreck,40.64659 N,69.57405 W,"40° 38' 47.72"" N","69° 34' 26.58"" W",Wreck
Wreck,30.2021 N,87.60441 W,"30° 12' 7.56"" N","87° 36' 15.88"" W",Wreck
Wreck,41.17182 N,73.02865 W,"41° 10' 18.55"" N","73° 1' 43.14"" W",Wreck
Wreck,41.21578 N,69.61446 W,"41° 12' 56.81"" N","69° 36' 52.06"" W",Wreck
Wreck,30.10104 N,87.39167 W,"30° 6' 3.74"" N","87° 23' 30.01"" W",Wreck
Wreck,41.24429 N,69.5626 W,"41° 14' 39.44"" N","69° 33' 45.36"" W",Wreck
Wreck,30.13329 N,87.20004 W,"30° 7' 59.84"" N","87° 12' 0.14"" W",Wreck
Wreck,30.18339 N,87.23365 W,"30° 11' 0.2"" N","87° 14' 1.14"" W",Wreck
Wreck,30.11941 N,87.18678 W,"30° 7' 9.88"" N","87° 11' 12.41"" W",Wreck
Wreck,41.58282 N,69.37844 W,"41° 34' 58.15"" N","69° 22' 42.38"" W",Wreck
Wreck,42.14954 N,69.3736 W,"42° 8' 58.34"" N","69° 22' 24.96"" W",Wreck
Wreck,30.04659 N,86.09333 W,"30° 2' 47.72"" N","86° 5' 35.99"" W",Wreck
Wreck,41.30015 N,69.29043 W,"41° 18' 0.54"" N","69° 17' 25.55"" W",Wreck
Wreck,41.3324 N,69.22171 W,"41° 19' 56.64"" N","69° 13' 18.16"" W",Wreck
Wreck,40.99163 N,73.409 W,"40° 59' 29.87"" N","73° 24' 32.4"" W",Wreck
Wreck,41.3488 N,69.26566 W,"41° 20' 55.68"" N","69° 15' 56.38"" W",Wreck
Wreck,30.35671 N,86.4281 W,"30° 21' 24.16"" N","86° 25' 41.16"" W",Wreck
Wreck,41.36329 N,69.15486 W,"41° 21' 47.84"" N","69° 9' 17.5"" W",Wreck
Wreck,30.2501 N,85.98363 W,"30° 15' 0.36"" N","85° 59' 1.07"" W",Wreck
Wreck,41.46556 N,69.24797 W,"41° 27' 56.02"" N","69° 14' 52.69"" W",Wreck
Wreck,41.59867 N,69.2 W,"41° 35' 55.21"" N","69° 12' 0.0"" W",Wreck
Wreck,41.36829 N,68.94557 W,"41° 22' 5.84"" N","68° 56' 44.05"" W",Wreck
Wreck,41.59851 N,68.98331 W,"41° 35' 54.64"" N","68° 58' 59.92"" W",Wreck
Wreck,41.49034 N,68.86689 W,"41° 29' 25.22"" N","68° 52' 0.8"" W",Wreck
Wreck,41.63979 N,69.15669 W,"41° 38' 23.24"" N","69° 9' 24.08"" W",Wreck
Wreck,30.2241 N,85.93671 W,"30° 13' 26.76"" N","85° 56' 12.16"" W",Wreck
Wreck,41.68428 N,69.05424 W,"41° 41' 3.41"" N","69° 3' 15.26"" W",Wreck
Wreck,30.20129 N,85.97326 W,"30° 12' 4.64"" N","85° 58' 23.74"" W",Wreck
Wreck,41.00399 N,73.39891 W,"41° 0' 14.36"" N","73° 23' 56.08"" W",Wreck
Wreck,30.36165 N,86.52671 W,"30° 21' 41.94"" N","86° 31' 36.16"" W",Wreck
Wreck,30.37275 N,86.50507 W,"30° 22' 21.9"" N","86° 30' 18.25"" W",Wreck
Wreck,30.09392 N,85.94256 W,"30° 5' 38.11"" N","85° 56' 33.22"" W",Wreck
Wreck,41.18219 N,69.22001 W,"41° 10' 55.88"" N","69° 13' 12.04"" W",Wreck
Wreck,41.26097 N,69.07869 W,"41° 15' 39.49"" N","69° 4' 43.28"" W",Wreck
Wreck,41.19919 N,68.98358 W,"41° 11' 57.08"" N","68° 59' 0.89"" W",Wreck
Wreck,30.09981 N,86.08334 W,"30° 5' 59.32"" N","86° 5' 0.02"" W",Wreck
Wreck,41.19997 N,69.01583 W,"41° 11' 59.89"" N","69° 0' 56.99"" W",Wreck
Wreck,30.23489 N,86.03834 W,"30° 14' 5.6"" N","86° 2' 18.02"" W",Wreck
Wreck,41.25101 N,68.97545 W,"41° 15' 3.64"" N","68° 58' 31.62"" W",Wreck
Wreck,41.28276 N,69.01562 W,"41° 16' 57.94"" N","69° 0' 56.23"" W",Wreck
Wreck,41.27848 N,68.95146 W,"41° 16' 42.53"" N","68° 57' 5.26"" W",Wreck
Wreck,30.29798 N,86.4563 W,"30° 17' 52.73"" N","86° 27' 22.68"" W",Wreck
Wreck,30.36781 N,86.51671 W,"30° 22' 4.12"" N","86° 31' 0.16"" W",Wreck
Wreck,41.69932 N,69.09916 W,"41° 41' 57.55"" N","69° 5' 56.98"" W",Wreck
Wreck,41.68278 N,68.94855 W,"41° 40' 58.01"" N","68° 56' 54.78"" W",Wreck
Wreck,28.90828 N,80.76172 W,"28° 54' 29.81"" N","80° 45' 42.19"" W",Wreck
Wreck,41.35045 N,68.68272 W,"41° 21' 1.62"" N","68° 40' 57.79"" W",Wreck
Wreck,41.33806 N,68.71055 W,"41° 20' 17.02"" N","68° 42' 37.98"" W",Wreck
Wreck,28.47895 N,80.36673 W,"28° 28' 44.22"" N","80° 22' 0.23"" W",Wreck
Wreck,41.31477 N,68.62743 W,"41° 18' 53.17"" N","68° 37' 38.75"" W",Wreck
Wreck,41.39964 N,68.68384 W,"41° 23' 58.7"" N","68° 41' 1.82"" W",Wreck
Wreck,28.6621 N,80.38789 W,"28° 39' 43.56"" N","80° 23' 16.4"" W",Wreck
Wreck,41.35747 N,68.54697 W,"41° 21' 26.89"" N","68° 32' 49.09"" W",Wreck
Wreck,41.54911 N,68.53162 W,"41° 32' 56.8"" N","68° 31' 53.83"" W",Wreck
Wreck,41.19807 N,72.93854 W,"41° 11' 53.05"" N","72° 56' 18.74"" W",Wreck
Wreck,41.08759 N,73.32067 W,"41° 5' 15.32"" N","73° 19' 14.41"" W",Wreck
Wreck,42.19892 N,69.11603 W,"42° 11' 56.11"" N","69° 6' 57.71"" W",Wreck
Wreck,29.17205 N,80.76307 W,"29° 10' 19.38"" N","80° 45' 47.05"" W",Wreck
Wreck,41.9736 N,68.93979 W,"41° 58' 24.96"" N","68° 56' 23.24"" W",Wreck
Wreck,29.15808 N,80.89211 W,"29° 9' 29.09"" N","80° 53' 31.6"" W",Wreck
Wreck,29.45336 N,80.87942 W,"29° 27' 12.1"" N","80° 52' 45.91"" W",Wreck
Wreck,42.19985 N,68.6998 W,"42° 11' 59.46"" N","68° 41' 59.28"" W",Wreck
Wreck,28.20288 N,80.48869 W,"28° 12' 10.37"" N","80° 29' 19.28"" W",Wreck
Wreck,28.16105 N,80.20481 W,"28° 9' 39.78"" N","80° 12' 17.32"" W",Wreck
Wreck,28.05821 N,80.19162 W,"28° 3' 29.56"" N","80° 11' 29.83"" W",Wreck
Wreck,28.02193 N,80.4585 W,"28° 1' 18.95"" N","80° 27' 30.6"" W",Wreck
Wreck,27.89978 N,80.36622 W,"27° 53' 59.21"" N","80° 21' 58.39"" W",Wreck
Wreck,28.30828 N,80.33308 W,"28° 18' 29.81"" N","80° 19' 59.09"" W",Wreck
Wreck,41.19501 N,72.91553 W,"41° 11' 42.04"" N","72° 54' 55.91"" W",Wreck
Wreck,28.33259 N,80.21829 W,"28° 19' 57.32"" N","80° 13' 5.84"" W",Wreck
Wreck,28.06683 N,80.11868 W,"28° 4' 0.59"" N","80° 7' 7.25"" W",Wreck
Wreck,41.41667 N,69.36667 W,"41° 25' 0.01"" N","69° 22' 0.01"" W",Wreck
Wreck,27.14849 N,79.93311 W,"27° 8' 54.56"" N","79° 55' 59.2"" W",Wreck
Wreck,41.38059 N,69.42457 W,"41° 22' 50.12"" N","69° 25' 28.45"" W",Wreck
Wreck,41.38019 N,69.37419 W,"41° 22' 48.68"" N","69° 22' 27.08"" W",Wreck
Wreck,41.45795 N,69.39022 W,"41° 27' 28.62"" N","69° 23' 24.79"" W",Wreck
Wreck,27.0696 N,80.06053 W,"27° 4' 10.56"" N","80° 3' 37.91"" W",Wreck
Wreck,41.45727 N,69.42461 W,"41° 27' 26.17"" N","69° 25' 28.6"" W",Wreck
Wreck,41.54839 N,69.46288 W,"41° 32' 54.2"" N","69° 27' 46.37"" W",Wreck
Wreck,27.12673 N,80.10184 W,"27° 7' 36.23"" N","80° 6' 6.62"" W",Wreck
Wreck,27.43864 N,80.22982 W,"27° 26' 19.1"" N","80° 13' 47.35"" W",Wreck
Wreck,27.42801 N,80.1882 W,"27° 25' 40.84"" N","80° 11' 17.52"" W",Wreck
Wreck,27.52493 N,80.15674 W,"27° 31' 29.75"" N","80° 9' 24.26"" W",Wreck
Wreck,27.01016 N,80.0444 W,"27° 0' 36.58"" N","80° 2' 39.84"" W",Wreck
Wreck,27.3056 N,80.08815 W,"27° 18' 20.16"" N","80° 5' 17.34"" W",Wreck
Wreck,27.28895 N,80.12129 W,"27° 17' 20.22"" N","80° 7' 16.64"" W",Wreck
Wreck,40.52722 N,69.64055 W,"40° 31' 37.99"" N","69° 38' 25.98"" W",Wreck
Wreck,24.81352 N,82.28013 W,"24° 48' 48.67"" N","82° 16' 48.47"" W",Wreck
Wreck,24.42059 N,82.0424 W,"24° 25' 14.12"" N","82° 2' 32.64"" W",Wreck
Wreck,24.6392 N,82.10686 W,"24° 38' 21.12"" N","82° 6' 24.7"" W",Wreck
Wreck,24.76323 N,82.01994 W,"24° 45' 47.63"" N","82° 1' 11.78"" W",Wreck
Wreck,24.455 N,82.10849 W,"24° 27' 18.0"" N","82° 6' 30.56"" W",Wreck
Wreck,41.18109 N,72.86378 W,"41° 10' 51.92"" N","72° 51' 49.61"" W",Wreck
Wreck,24.58322 N,82.17526 W,"24° 34' 59.59"" N","82° 10' 30.94"" W",Wreck
Wreck,24.63342 N,82.16673 W,"24° 38' 0.31"" N","82° 10' 0.23"" W",Wreck
Wreck,24.50031 N,81.48361 W,"24° 30' 1.12"" N","81° 29' 1.0"" W",Wreck
Wreck,24.36749 N,81.84093 W,"24° 22' 2.96"" N","81° 50' 27.35"" W",Wreck
Wreck,24.45856 N,81.60637 W,"24° 27' 30.82"" N","81° 36' 22.93"" W",Wreck
Wreck,24.91745 N,81.49954 W,"24° 55' 2.82"" N","81° 29' 58.34"" W",Wreck
Wreck,24.42737 N,81.58684 W,"24° 25' 38.53"" N","81° 35' 12.62"" W",Wreck
Wreck,24.4835 N,81.40537 W,"24° 29' 0.6"" N","81° 24' 19.33"" W",Wreck
